1108716598.686079 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.686375 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.686862 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.687080 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.688291 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.688538 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.689195 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.689402 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.690095 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.693263 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.693336 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.693735 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.693951 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.694007 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.694950 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.697367 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.700250 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.700392 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.700597 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.700651 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.700849 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.700908 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.701200 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.704230 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.706136 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.707246 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.708666 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.709426 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.712747 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.713040 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.713264 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.713823 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.717084 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.718281 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.719492 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.720256 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.723329 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.724375 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.724715 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.724866 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.725355 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.727679 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.730061 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.731273 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.732032 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.733160 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.735826 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.736274 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.736431 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.736653 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.738693 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.739899 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.742122 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.743280 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.745794 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.746323 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.746488 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.746712 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.750171 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.751383 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.752140 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.753271 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.756017 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.756477 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.756727 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.756967 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.760341 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.761549 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.762308 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.763435 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.8 192.168.170.56 132 7 7
1108716598.770863 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
1108716598.771163 | 1:MP2EtRCAUIZvTw6MxJHLV7N7JDs= | 192.168.170.56 192.168.170.8 132 7 7
