1309144887.024263 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.89 192.168.0.1 1 8 0
1309144887.024291 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.89 192.168.0.1 1 8 0
1309144887.028177 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.1 192.168.0.89 1 0 0
1309144888.024534 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.89 192.168.0.1 1 8 0
1309144888.024850 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.89 192.168.0.1 1 8 0
1309144888.028895 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.1 192.168.0.89 1 0 0
1309144889.025473 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.89 192.168.0.1 1 8 0
1309144889.025498 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.89 192.168.0.1 1 8 0
1309144889.029740 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.1 192.168.0.89 1 0 0
1309144890.026576 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.89 192.168.0.1 1 8 0
1309144890.026605 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.89 192.168.0.1 1 8 0
1309144890.030473 | 1:X0snYXpgwiv9TZtqg64sgzUn6Dk= | 192.168.0.1 192.168.0.89 1 0 0
