intrusion,430001,ACPolicy,
intrusion,430001,ApplicationProtocol,network.protocol
intrusion,430001,Classification,
intrusion,430001,Client,
intrusion,430001,DstIP,destination.address
intrusion,430001,DstPort,destination.port
intrusion,430001,EgressInterface,cisco.ftd.destination_interface
intrusion,430001,EgressZone,
intrusion,430001,GID,service.id
intrusion,430001,HTTPResponse,http.response.status_code
intrusion,430001,ICMPCode,
intrusion,430001,ICMPType,
intrusion,430001,IngressInterface,cisco.ftd.source_interface
intrusion,430001,IngressZone,
intrusion,430001,InlineResult,event.outcome
intrusion,430001,IntrusionPolicy,cisco.ftd.rule_name
intrusion,430001,MPLS_Label,
intrusion,430001,Message,message
intrusion,430001,NAPPolicy,
intrusion,430001,NumIOC,
intrusion,430001,Priority,
intrusion,430001,Protocol,network.transport
intrusion,430001,Revision,
intrusion,430001,SID,
intrusion,430001,SSLActualAction,
intrusion,430001,SrcIP,source.address
intrusion,430001,SrcPort,source.port
intrusion,430001,User,user.id,user.name
intrusion,430001,VLAN_ID,
intrusion,430001,WebApplication,network.application
flow_start,430002,AccessControlRuleAction,event.outcome
flow_start,430002,AccessControlRuleName,cisco.ftd.rule_name
flow_start,430002,AccessControlRuleReason,
flow_start,430002,ACPolicy,cisco.ftd.rule_name
flow_start,430002,ApplicationProtocol,network.protocol
flow_start,430002,Client,
flow_start,430002,ClientVersion,
flow_start,430002,DNS_Sinkhole,
flow_start,430002,DNS_TTL,
flow_start,430002,DNSQuery,dns.question.name
flow_start,430002,DNSRecordType,dns.question.type
flow_start,430002,DNSResponseType,dns.response_code
flow_start,430002,DNSSICategory,
flow_start,430002,DstIP,destination.address
flow_start,430002,DstPort,destination.port
flow_start,430002,EgressInterface,cisco.ftd.destination_interface
flow_start,430002,EgressZone,
flow_start,430002,Endpoint Profile,
flow_start,430002,FileCount,
flow_start,430002,HTTPReferer,http.request.referrer
flow_start,430002,HTTPResponse,http.response.status_code
flow_start,430002,ICMPCode,
flow_start,430002,ICMPType,
flow_start,430002,IngressInterface,cisco.ftd.source_interface
flow_start,430002,IngressZone,
flow_start,430002,IPReputationSICategory,
