6871,14,initialTCPFlags,unsigned8
6871,15,unionTCPFlags,unsigned8
6871,18,payload,string
6871,21,reverseFlowDeltaMilliseconds,unsigned32
6871,33,silkAppLabel,unsigned16
6871,35,payloadEntropy,unsigned8
6871,36,osName,string
6871,37,osVersion,string
6871,38,firstPacketBanner,string
6871,39,secondPacketBanner,string
6871,40,flowAttributes,unsigned16
6871,100,expiredFragmentCount,unsigned32
6871,101,assembledFragmentCount,unsigned32
6871,102,meanFlowRate,unsigned32
6871,103,meanPacketRate,unsigned32
6871,104,flowTableFlushEventCount,unsigned32
6871,105,flowTablePeakCount,unsigned32
6871,107,osFingerPrint,string
6871,126,tftpFilename,string
6871,127,tftpMode,string
6871,174,dnsQueryResponse,unsigned8
6871,175,dnsQRType,unsigned16
6871,176,dnsAuthoritative,unsigned8
6871,177,dnsNXDomain,unsigned8
6871,178,dnsRRSection,unsigned8
6871,179,dnsQName,string
6871,180,dnsCName,string
6871,181,dnsMXPreference,unsigned16
6871,182,dnsMXExchange,string
6871,183,dnsNSDName,string
6871,184,dnsPTRDName,string
6871,185,sslCipher,string
6871,186,sslClientVersion,unsigned8
6871,187,sslServerCipher,unsigned32
6871,188,sslCompressionMethod,unsigned8
6871,189,sslCertVersion,unsigned8
6871,190,sslCertSignature,string
6871,199,dnsTTL,unsigned32
6871,208,dnsTXTData,string
6871,209,dnsSOASerial,unsigned32
6871,210,dnsSOARefresh,unsigned32
6871,211,dnsSOARetry,unsigned32
6871,212,dnsSOAExpire,unsigned32
6871,213,dnsSOAMinimum,unsigned32
6871,214,dnsSOAMName,string
6871,215,dnsSOARName,string
6871,216,dnsSRVPriority,unsigned16
6871,217,dnsSRVWeight,unsigned16
6871,218,dnsSRVPort,unsigned16
6871,219,dnsSRVTarget,unsigned16
6871,223,tcpUrgTotalCount,unsigned32
6871,226,dnsID,unsigned16
6871,244,sslCertSerialNumber,string
6871,245,sslObjectType,string
6871,246,sslObjectValue,string
6871,247,sslCertValidityNotBefore,string
6871,248,sslCertValidityNotAfter,string
6871,249,sslPublicKeyAlgorithm,string
6871,250,sslPublicKeyLength,string
6871,287,rtpPayloadType,unsigned8
6871,288,reverseRtpPayloadType,unsigned8
6871,289,mptcpInitialDataSequenceNumber,unsigned64
6871,290,mptcpReceiverToken,unsigned32
6871,291,mptcpMaximumSegmentSize,unsigned16
6871,292,mptcpAddressID,unsigned8
6871,293,mptcpFlags,unsigned8
6871,294,sslServerName,string
6871,295,sslCertificateHash,string
6871,500,smallPacketCount,unsigned32
6871,501,nonEmptyPacketCount,unsigned32
6871,502,dataByteCount,unsigned64
6871,503,averageInterarrivalTime,unsigned64
6871,504,standardDeviationInterarrivalTime,unsigned64
6871,505,firstNonEmptyPacketSize,unsigned16
6871,506,maxPacketSize,unsigned16
6871,507,firstEightNonEmptyPacketDirections,unsigned8
6871,508,standardDeviationPayloadLength,unsigned8
6871,510,largePacketCount,unsigned32
6871,16398,reverseInitialTCPFlags,unsigned8
6871,16399,reverseUnionTCPFlags,unsigned8
6871,16402,reversePayload,string
6871,16419,reversePayloadEntropy,unsigned8
6871,16420,reverseOsName,string
6871,16421,reverseOsVersion,string
6871,16422,reverseFirstPacketBanner,string
6871,16423,reverseSecondPacketBanner,string
6871,16424,reverseFlowAttributes,unsigned16
6871,16491,reverseOsFingerPrint,string
6871,16671,reverseRtpPayloadType,unsigned8
6871,16884,reverseSmallPacketCount,unsigned32
6871,16885,reverseNonEmptyPacketCount,unsigned32
6871,16886,reverseDataByteCount,unsigned64
6871,16887,reverseAverageInterarrivalTime,unsigned64
6871,16888,reverseStandardDeviationInterarrivalTime,unsigned64
6871,16889,reverseFirstNonEmptyPacketSize,unsigned16
6871,16890,reverseMaxPacketSize,unsigned16
6871,16892,reverseStandardDeviationPayloadLength,unsigned16
6871,16894,reverseLargePacketCount,unsigned32
